marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
88.0,65.0,69.0,81.0,37.0,92.0,high,average,medium,high
45.0,42.0,66.0,36.0,94.0,88.0,medium,poor,high,low
51.0,57.0,77.0,91.0,23.0,71.0,medium,good,medium,moderate
95.0,92.0,56.0,98.0,37.0,91.0,high,good,low,high
60.0,47.0,69.0,26.0,68.0,47.0,medium,poor,medium,low
46.0,64.0,52.0,27.0,63.0,86.0,medium,poor,medium,low
98.0,70.0,60.0,75.0,75.0,94.0,high,average,low,high
61.0,45.0,38.0,31.0,52.0,70.0,low,poor,high,low
98.0,49.0,54.0,97.0,20.0,29.0,medium,good,medium,high
94.0,96.0,39.0,63.0,69.0,37.0,high,good,low,high
93.0,75.0,45.0,65.0,60.0,33.0,high,average,low,moderate
70.0,52.0,59.0,88.0,60.0,62.0,medium,average,medium,moderate
85.0,50.0,65.0,37.0,50.0,54.0,medium,poor,medium,moderate
97.0,65.0,95.0,64.0,91.0,86.0,high,average,medium,moderate
48.0,83.0,31.0,99.0,83.0,42.0,medium,good,medium,high
32.0,83.0,92.0,21.0,34.0,33.0,medium,poor,medium,low
52.0,51.0,52.0,33.0,23.0,69.0,medium,poor,medium,low
74.0,83.0,80.0,31.0,34.0,31.0,medium,average,low,moderate
68.0,93.0,77.0,46.0,23.0,92.0,high,average,low,moderate
35.0,53.0,97.0,30.0,76.0,26.0,medium,poor,high,low
69.0,41.0,37.0,33.0,69.0,59.0,medium,poor,high,low
42.0,97.0,97.0,88.0,57.0,95.0,high,good,low,high
65.0,71.0,34.0,57.0,67.0,64.0,medium,average,medium,moderate
70.0,86.0,91.0,48.0,84.0,84.0,high,average,low,moderate
74.0,59.0,75.0,53.0,86.0,53.0,medium,average,medium,moderate
58.0,57.0,63.0,97.0,54.0,80.0,medium,good,medium,moderate
58.0,53.0,57.0,59.0,67.0,76.0,medium,average,medium,moderate
77.0,53.0,36.0,57.0,66.0,61.0,medium,average,medium,moderate
82.0,68.0,86.0,94.0,95.0,28.0,high,good,medium,high
86.0,46.0,80.0,22.0,80.0,97.0,medium,poor,medium,low
53.0,90.0,95.0,58.0,45.0,23.0,medium,average,low,moderate
59.0,70.0,81.0,79.0,90.0,48.0,medium,good,medium,moderate
53.0,94.0,96.0,61.0,51.0,71.0,high,average,low,moderate
66.0,70.0,92.0,89.0,80.0,81.0,high,good,medium,high
38.0,58.0,59.0,90.0,98.0,62.0,medium,good,medium,moderate
60.0,70.0,79.0,46.0,84.0,52.0,medium,average,medium,moderate
43.0,49.0,48.0,85.0,28.0,52.0,medium,average,high,moderate
67.0,89.0,85.0,39.0,36.0,98.0,medium,average,low,moderate
89.0,83.0,72.0,39.0,83.0,46.0,high,average,low,moderate
98.0,48.0,60.0,98.0,29.0,88.0,high,good,medium,high
61.0,74.0,73.0,21.0,20.0,24.0,medium,poor,medium,moderate
33.0,72.0,49.0,48.0,40.0,72.0,medium,average,medium,moderate
45.0,52.0,73.0,70.0,58.0,74.0,medium,average,high,moderate
37.0,47.0,63.0,53.0,30.0,74.0,low,average,high,low
83.0,85.0,52.0,87.0,32.0,53.0,medium,good,low,high
98.0,55.0,98.0,40.0,47.0,75.0,high,poor,medium,moderate
68.0,71.0,34.0,64.0,67.0,55.0,medium,average,medium,moderate
42.0,54.0,83.0,30.0,63.0,67.0,medium,poor,medium,low
31.0,79.0,44.0,36.0,83.0,91.0,medium,average,medium,moderate
98.0,42.0,45.0,33.0,98.0,73.0,medium,poor,medium,low
52.0,61.0,40.0,79.0,22.0,79.0,medium,average,medium,moderate
37.0,72.0,37.0,36.0,75.0,97.0,medium,average,medium,moderate
42.0,66.0,38.0,73.0,33.0,37.0,low,average,medium,moderate
47.0,76.0,88.0,47.0,48.0,67.0,medium,average,medium,moderate
75.0,50.0,94.0,65.0,47.0,72.0,medium,average,medium,moderate
92.0,66.0,70.0,89.0,76.0,75.0,high,good,medium,high
49.0,85.0,30.0,89.0,40.0,30.0,medium,good,medium,high
78.0,60.0,90.0,20.0,91.0,80.0,high,poor,medium,low
34.0,49.0,72.0,82.0,50.0,35.0,medium,average,high,moderate
30.0,90.0,66.0,96.0,85.0,52.0,medium,good,medium,high
33.0,86.0,96.0,73.0,96.0,77.0,medium,good,medium,moderate
94.0,80.0,58.0,34.0,60.0,41.0,medium,average,low,moderate
70.0,87.0,55.0,73.0,28.0,30.0,medium,good,low,high
86.0,86.0,84.0,70.0,76.0,74.0,high,good,low,high
31.0,84.0,66.0,72.0,53.0,42.0,medium,good,medium,moderate
31.0,70.0,80.0,54.0,47.0,86.0,medium,average,medium,moderate
89.0,41.0,78.0,62.0,56.0,91.0,high,average,medium,moderate
37.0,75.0,88.0,72.0,43.0,47.0,medium,average,medium,moderate
40.0,56.0,52.0,57.0,42.0,79.0,medium,average,medium,moderate
66.0,86.0,35.0,81.0,99.0,37.0,medium,good,low,high
72.0,68.0,63.0,76.0,42.0,94.0,medium,average,medium,moderate
46.0,94.0,75.0,44.0,56.0,39.0,medium,average,low,moderate
61.0,75.0,87.0,68.0,77.0,90.0,high,average,medium,moderate
77.0,73.0,48.0,80.0,37.0,82.0,medium,good,medium,high
60.0,95.0,82.0,59.0,69.0,45.0,medium,average,low,moderate
56.0,68.0,88.0,77.0,91.0,85.0,high,average,medium,moderate
35.0,62.0,86.0,30.0,85.0,70.0,medium,poor,medium,low
61.0,62.0,86.0,50.0,22.0,73.0,medium,average,medium,moderate
86.0,92.0,99.0,76.0,52.0,50.0,high,good,low,high
73.0,85.0,76.0,91.0,20.0,38.0,medium,good,low,high
92.0,49.0,55.0,71.0,68.0,75.0,medium,average,medium,moderate
38.0,69.0,60.0,73.0,46.0,24.0,low,average,medium,moderate
30.0,62.0,82.0,47.0,91.0,47.0,medium,average,medium,low
68.0,78.0,46.0,76.0,34.0,31.0,medium,good,medium,high
42.0,43.0,72.0,48.0,88.0,20.0,low,poor,high,low
71.0,82.0,70.0,24.0,47.0,20.0,medium,poor,low,moderate
93.0,84.0,76.0,39.0,93.0,27.0,high,average,low,moderate
53.0,53.0,59.0,68.0,35.0,95.0,medium,average,medium,moderate
68.0,49.0,81.0,96.0,41.0,81.0,high,good,medium,moderate
77.0,77.0,35.0,59.0,48.0,99.0,medium,average,low,moderate
40.0,55.0,82.0,88.0,98.0,26.0,medium,average,medium,moderate
92.0,96.0,86.0,82.0,78.0,99.0,high,good,low,high
44.0,86.0,92.0,64.0,85.0,67.0,high,average,medium,moderate
86.0,97.0,94.0,84.0,64.0,83.0,high,good,low,high
76.0,72.0,54.0,52.0,83.0,88.0,high,average,medium,moderate
39.0,96.0,33.0,55.0,70.0,40.0,medium,average,low,moderate
80.0,40.0,75.0,78.0,73.0,79.0,medium,average,medium,moderate
43.0,57.0,36.0,71.0,86.0,71.0,medium,average,medium,moderate
71.0,40.0,49.0,62.0,98.0,53.0,medium,average,high,moderate
97.0,80.0,79.0,54.0,66.0,59.0,high,average,low,moderate
96.0,70.0,71.0,98.0,55.0,36.0,high,good,low,high
90.0,57.0,72.0,25.0,72.0,34.0,medium,poor,medium,moderate
64.0,58.0,82.0,24.0,79.0,93.0,medium,poor,medium,low
69.0,78.0,41.0,58.0,98.0,78.0,medium,average,low,moderate
51.0,50.0,85.0,22.0,75.0,65.0,medium,poor,medium,low
94.0,70.0,71.0,47.0,96.0,75.0,high,average,low,moderate
63.0,76.0,59.0,65.0,78.0,52.0,medium,average,medium,moderate
84.0,54.0,62.0,52.0,96.0,39.0,high,average,medium,moderate
55.0,53.0,65.0,36.0,80.0,95.0,medium,poor,medium,low
81.0,61.0,68.0,42.0,90.0,99.0,high,poor,medium,moderate
45.0,75.0,53.0,68.0,35.0,37.0,medium,average,medium,moderate
81.0,55.0,45.0,96.0,99.0,84.0,high,good,medium,high
33.0,62.0,41.0,82.0,47.0,55.0,low,average,medium,moderate
37.0,72.0,53.0,63.0,83.0,76.0,medium,average,medium,moderate
54.0,51.0,48.0,31.0,51.0,28.0,low,poor,medium,low
63.0,74.0,66.0,39.0,56.0,58.0,medium,average,medium,moderate
79.0,48.0,93.0,55.0,79.0,29.0,high,average,medium,moderate
55.0,48.0,37.0,39.0,63.0,85.0,medium,poor,medium,low
31.0,54.0,51.0,75.0,77.0,51.0,low,average,high,moderate
52.0,57.0,33.0,49.0,26.0,41.0,low,average,medium,moderate
60.0,41.0,98.0,86.0,86.0,75.0,high,average,high,moderate
68.0,97.0,79.0,41.0,52.0,96.0,high,average,low,moderate
75.0,58.0,46.0,59.0,83.0,47.0,medium,average,medium,moderate
47.0,88.0,58.0,77.0,42.0,77.0,medium,good,low,high
72.0,94.0,80.0,36.0,67.0,75.0,high,average,low,moderate
74.0,88.0,97.0,80.0,67.0,59.0,high,good,low,high
84.0,89.0,70.0,66.0,31.0,84.0,high,good,low,high
66.0,46.0,48.0,71.0,57.0,30.0,medium,average,medium,moderate
86.0,62.0,78.0,56.0,70.0,90.0,high,average,medium,moderate
45.0,84.0,78.0,94.0,86.0,52.0,medium,good,medium,high
79.0,74.0,75.0,81.0,90.0,23.0,high,good,low,high
33.0,40.0,33.0,35.0,50.0,99.0,low,poor,high,low
37.0,74.0,79.0,64.0,71.0,81.0,medium,average,medium,moderate
90.0,88.0,31.0,92.0,33.0,85.0,medium,good,low,high
63.0,89.0,93.0,42.0,91.0,31.0,high,average,low,moderate
73.0,63.0,91.0,62.0,89.0,80.0,high,average,medium,moderate
72.0,54.0,69.0,80.0,99.0,75.0,high,average,medium,moderate
78.0,58.0,75.0,41.0,58.0,92.0,medium,poor,medium,moderate
47.0,57.0,34.0,61.0,48.0,49.0,low,average,medium,moderate
42.0,60.0,91.0,64.0,80.0,94.0,medium,average,medium,moderate
32.0,58.0,48.0,34.0,77.0,76.0,low,poor,medium,low
90.0,67.0,48.0,34.0,36.0,40.0,medium,poor,medium,moderate
45.0,42.0,79.0,65.0,63.0,37.0,medium,average,high,moderate
70.0,56.0,95.0,34.0,71.0,92.0,high,poor,medium,moderate
61.0,58.0,64.0,95.0,56.0,71.0,medium,good,medium,moderate
41.0,49.0,65.0,61.0,49.0,29.0,low,average,high,moderate
58.0,92.0,68.0,76.0,39.0,30.0,medium,good,low,high
35.0,80.0,50.0,51.0,52.0,86.0,medium,average,medium,moderate
42.0,94.0,71.0,43.0,39.0,33.0,medium,average,low,moderate
39.0,73.0,97.0,58.0,44.0,37.0,medium,average,medium,moderate
87.0,46.0,56.0,76.0,34.0,69.0,medium,average,medium,moderate
69.0,94.0,84.0,51.0,50.0,89.0,high,average,low,moderate
94.0,67.0,84.0,42.0,70.0,46.0,high,average,low,moderate
60.0,81.0,89.0,31.0,50.0,73.0,high,average,medium,moderate
44.0,62.0,80.0,63.0,31.0,76.0,medium,average,medium,moderate
72.0,69.0,94.0,74.0,84.0,68.0,high,average,medium,moderate
95.0,69.0,80.0,62.0,54.0,74.0,high,average,low,moderate
67.0,57.0,98.0,40.0,66.0,38.0,medium,poor,medium,moderate
31.0,73.0,80.0,39.0,61.0,69.0,medium,average,medium,moderate
51.0,84.0,88.0,50.0,60.0,20.0,medium,average,medium,moderate
94.0,41.0,92.0,47.0,55.0,78.0,high,poor,medium,moderate
66.0,47.0,98.0,36.0,80.0,83.0,medium,poor,medium,low
96.0,90.0,71.0,95.0,88.0,83.0,high,good,low,high
65.0,74.0,79.0,46.0,92.0,22.0,medium,average,medium,moderate
30.0,98.0,97.0,40.0,55.0,92.0,medium,average,low,moderate
91.0,76.0,56.0,68.0,47.0,54.0,high,average,low,high
83.0,79.0,38.0,84.0,26.0,26.0,medium,good,low,high
80.0,93.0,91.0,57.0,55.0,62.0,high,average,low,high
97.0,79.0,74.0,73.0,99.0,65.0,high,good,low,high
43.0,59.0,59.0,27.0,40.0,52.0,low,poor,medium,low
93.0,71.0,80.0,62.0,87.0,79.0,high,average,low,moderate
46.0,54.0,32.0,25.0,80.0,63.0,low,poor,medium,low
97.0,60.0,63.0,31.0,72.0,37.0,medium,poor,medium,moderate
43.0,80.0,48.0,67.0,65.0,69.0,medium,average,medium,moderate
68.0,48.0,50.0,36.0,80.0,41.0,medium,poor,medium,low
85.0,80.0,97.0,22.0,27.0,29.0,high,poor,low,moderate
35.0,75.0,68.0,34.0,30.0,41.0,medium,average,medium,moderate
34.0,58.0,39.0,81.0,35.0,92.0,medium,average,medium,moderate
89.0,42.0,55.0,66.0,81.0,65.0,medium,average,medium,moderate
34.0,82.0,46.0,50.0,54.0,45.0,medium,average,medium,moderate
72.0,89.0,93.0,97.0,36.0,49.0,high,good,low,high
95.0,83.0,50.0,50.0,23.0,88.0,high,average,low,moderate
73.0,65.0,54.0,90.0,59.0,73.0,high,good,medium,high
63.0,79.0,53.0,47.0,51.0,81.0,medium,average,medium,moderate
59.0,64.0,42.0,22.0,34.0,68.0,medium,poor,medium,low
74.0,61.0,84.0,28.0,21.0,99.0,medium,poor,medium,moderate
70.0,59.0,70.0,41.0,80.0,72.0,medium,poor,medium,moderate
65.0,52.0,60.0,34.0,82.0,52.0,medium,poor,medium,low
40.0,98.0,57.0,32.0,39.0,40.0,medium,average,low,moderate
76.0,79.0,76.0,50.0,59.0,23.0,high,average,low,moderate
81.0,50.0,36.0,98.0,40.0,81.0,medium,good,medium,high
79.0,91.0,95.0,36.0,52.0,94.0,high,average,low,moderate
35.0,49.0,69.0,38.0,28.0,73.0,low,poor,high,low
79.0,75.0,45.0,99.0,95.0,58.0,high,good,low,high
81.0,49.0,67.0,36.0,77.0,30.0,medium,poor,medium,moderate
42.0,61.0,89.0,86.0,92.0,71.0,medium,good,medium,moderate
89.0,79.0,42.0,69.0,43.0,36.0,medium,average,low,high
66.0,99.0,66.0,94.0,89.0,69.0,high,good,low,high
63.0,99.0,71.0,64.0,61.0,44.0,medium,good,low,high
80.0,93.0,86.0,67.0,35.0,89.0,high,good,low,high
65.0,54.0,69.0,38.0,46.0,94.0,medium,poor,medium,low
68.0,45.0,81.0,65.0,84.0,38.0,medium,average,medium,moderate
51.0,94.0,84.0,73.0,81.0,46.0,high,good,low,high
94.0,95.0,92.0,98.0,77.0,93.0,high,good,low,high
97.0,56.0,55.0,27.0,38.0,21.0,medium,poor,medium,moderate
39.0,41.0,79.0,32.0,71.0,61.0,medium,poor,high,low
81.0,78.0,47.0,21.0,95.0,31.0,medium,poor,low,moderate
31.0,44.0,89.0,83.0,23.0,54.0,medium,average,high,moderate
55.0,42.0,96.0,26.0,45.0,22.0,medium,poor,high,low
97.0,96.0,50.0,93.0,26.0,31.0,high,good,low,high
42.0,69.0,69.0,49.0,28.0,52.0,medium,average,medium,moderate
56.0,46.0,87.0,43.0,99.0,24.0,medium,poor,high,low
45.0,79.0,31.0,98.0,39.0,83.0,medium,good,medium,high
80.0,62.0,79.0,77.0,34.0,66.0,medium,average,medium,moderate
62.0,72.0,87.0,63.0,25.0,56.0,medium,average,medium,moderate
71.0,93.0,90.0,91.0,98.0,57.0,high,good,low,high
95.0,54.0,43.0,80.0,57.0,87.0,high,average,medium,moderate
66.0,78.0,83.0,70.0,83.0,87.0,high,average,medium,moderate
81.0,89.0,85.0,45.0,40.0,23.0,high,average,low,moderate
36.0,65.0,30.0,98.0,71.0,74.0,medium,good,medium,moderate
45.0,98.0,79.0,77.0,90.0,57.0,high,good,low,high
96.0,66.0,73.0,95.0,73.0,82.0,high,good,low,high
90.0,67.0,97.0,97.0,61.0,82.0,high,good,medium,high
75.0,93.0,33.0,63.0,36.0,76.0,medium,good,low,high
56.0,78.0,97.0,48.0,38.0,73.0,high,average,medium,moderate
43.0,92.0,69.0,95.0,67.0,36.0,medium,good,low,high
89.0,87.0,49.0,99.0,56.0,88.0,high,good,low,high
84.0,82.0,57.0,29.0,23.0,76.0,medium,average,low,moderate
46.0,54.0,83.0,71.0,35.0,41.0,medium,average,medium,moderate
71.0,63.0,99.0,68.0,54.0,38.0,high,average,medium,moderate
73.0,91.0,52.0,79.0,34.0,60.0,medium,good,low,high
63.0,76.0,98.0,98.0,64.0,47.0,high,good,medium,high
94.0,56.0,74.0,40.0,44.0,74.0,medium,poor,medium,moderate
38.0,59.0,43.0,98.0,43.0,52.0,medium,good,medium,moderate
48.0,86.0,71.0,71.0,28.0,33.0,medium,good,medium,moderate
36.0,50.0,86.0,26.0,60.0,51.0,medium,poor,high,low
78.0,46.0,33.0,60.0,35.0,85.0,medium,average,medium,moderate
75.0,85.0,35.0,30.0,70.0,86.0,medium,average,low,moderate
99.0,57.0,30.0,96.0,95.0,44.0,high,good,medium,high
67.0,85.0,69.0,81.0,92.0,83.0,high,good,low,high
40.0,72.0,34.0,92.0,73.0,27.0,medium,good,medium,moderate
61.0,99.0,95.0,68.0,84.0,98.0,high,good,low,high
36.0,71.0,38.0,51.0,93.0,81.0,medium,average,medium,moderate
76.0,92.0,35.0,54.0,74.0,23.0,medium,average,low,moderate
77.0,91.0,48.0,95.0,40.0,76.0,high,good,low,high
90.0,52.0,83.0,32.0,60.0,59.0,medium,poor,medium,moderate
53.0,99.0,93.0,90.0,88.0,90.0,high,good,low,high
51.0,84.0,47.0,53.0,73.0,39.0,medium,average,medium,moderate
34.0,46.0,66.0,67.0,48.0,91.0,medium,average,high,moderate
59.0,40.0,84.0,73.0,33.0,89.0,medium,average,high,moderate
63.0,56.0,85.0,26.0,31.0,42.0,medium,poor,medium,low
82.0,40.0,40.0,31.0,50.0,54.0,medium,poor,medium,low
82.0,61.0,88.0,32.0,84.0,71.0,high,poor,medium,moderate
39.0,99.0,90.0,82.0,64.0,39.0,medium,good,low,high
49.0,68.0,81.0,26.0,24.0,99.0,medium,poor,medium,low
65.0,41.0,66.0,68.0,93.0,35.0,medium,average,high,moderate
53.0,69.0,57.0,28.0,52.0,39.0,medium,poor,medium,low
31.0,53.0,92.0,81.0,51.0,60.0,medium,average,high,moderate
89.0,91.0,90.0,98.0,85.0,57.0,high,good,low,high
81.0,45.0,66.0,53.0,50.0,24.0,medium,poor,medium,moderate
66.0,86.0,81.0,36.0,69.0,92.0,high,average,low,moderate
52.0,66.0,57.0,55.0,93.0,39.0,medium,average,medium,moderate
88.0,41.0,82.0,75.0,61.0,28.0,medium,average,medium,moderate
32.0,80.0,36.0,78.0,69.0,61.0,medium,good,medium,moderate
61.0,67.0,93.0,70.0,48.0,94.0,high,average,medium,moderate
86.0,86.0,66.0,66.0,91.0,20.0,high,average,low,high
96.0,77.0,71.0,70.0,26.0,59.0,high,average,low,high
47.0,87.0,43.0,37.0,42.0,92.0,medium,average,medium,moderate
75.0,67.0,67.0,36.0,99.0,91.0,high,poor,medium,moderate
43.0,40.0,30.0,94.0,58.0,33.0,low,average,high,moderate
38.0,47.0,92.0,66.0,33.0,69.0,medium,average,high,moderate
54.0,67.0,82.0,88.0,53.0,86.0,medium,good,medium,moderate
91.0,63.0,61.0,70.0,40.0,73.0,medium,average,medium,moderate
78.0,87.0,88.0,56.0,62.0,72.0,high,average,low,moderate
64.0,64.0,86.0,65.0,38.0,81.0,medium,average,medium,moderate
49.0,91.0,38.0,75.0,51.0,56.0,medium,good,low,high
39.0,51.0,33.0,34.0,92.0,25.0,low,poor,high,low
48.0,63.0,47.0,56.0,26.0,71.0,medium,average,medium,moderate
40.0,85.0,30.0,77.0,81.0,70.0,medium,good,medium,moderate
43.0,47.0,70.0,26.0,26.0,88.0,medium,poor,high,low
78.0,59.0,66.0,25.0,56.0,93.0,medium,poor,medium,low
39.0,85.0,67.0,32.0,73.0,47.0,medium,average,medium,moderate
33.0,75.0,35.0,67.0,96.0,96.0,medium,average,medium,moderate
67.0,86.0,94.0,39.0,40.0,20.0,medium,average,low,moderate
50.0,70.0,98.0,54.0,24.0,97.0,medium,average,medium,moderate
61.0,91.0,71.0,30.0,80.0,30.0,medium,average,low,moderate
39.0,92.0,30.0,40.0,91.0,71.0,medium,average,low,moderate
44.0,98.0,57.0,21.0,65.0,74.0,medium,average,low,moderate
60.0,47.0,80.0,84.0,24.0,70.0,medium,average,medium,moderate
78.0,75.0,82.0,57.0,60.0,99.0,high,average,low,moderate
59.0,46.0,47.0,34.0,51.0,64.0,medium,poor,high,low
67.0,53.0,87.0,62.0,56.0,30.0,medium,average,medium,moderate
66.0,58.0,97.0,94.0,24.0,68.0,medium,good,medium,moderate
48.0,78.0,65.0,85.0,45.0,43.0,medium,good,medium,moderate
49.0,65.0,56.0,90.0,99.0,68.0,medium,good,medium,moderate
59.0,91.0,66.0,52.0,23.0,50.0,medium,average,low,moderate
32.0,57.0,31.0,48.0,93.0,23.0,low,average,high,low
77.0,77.0,66.0,45.0,61.0,71.0,high,average,low,moderate
73.0,85.0,31.0,44.0,66.0,27.0,medium,average,low,moderate
51.0,98.0,32.0,93.0,94.0,46.0,medium,good,low,high
56.0,54.0,68.0,30.0,37.0,69.0,medium,poor,medium,low
53.0,84.0,65.0,88.0,98.0,90.0,high,good,medium,high
75.0,45.0,99.0,93.0,42.0,45.0,medium,average,medium,moderate
83.0,72.0,65.0,87.0,47.0,43.0,high,good,low,high
37.0,64.0,98.0,70.0,55.0,44.0,medium,average,medium,moderate
58.0,97.0,86.0,88.0,68.0,66.0,high,good,low,high
30.0,86.0,53.0,22.0,45.0,35.0,low,poor,medium,low
61.0,95.0,94.0,85.0,83.0,62.0,high,good,low,high
47.0,91.0,63.0,60.0,21.0,84.0,medium,average,low,moderate
53.0,64.0,71.0,96.0,73.0,26.0,medium,good,medium,moderate
61.0,84.0,37.0,26.0,72.0,97.0,medium,poor,low,moderate
52.0,41.0,44.0,94.0,62.0,62.0,medium,average,high,moderate
57.0,73.0,66.0,65.0,69.0,70.0,medium,average,medium,moderate
83.0,42.0,48.0,28.0,79.0,69.0,medium,poor,medium,low
86.0,83.0,71.0,60.0,92.0,95.0,high,average,low,moderate
30.0,98.0,35.0,22.0,37.0,73.0,medium,average,low,moderate
56.0,80.0,47.0,26.0,58.0,90.0,medium,poor,medium,moderate
89.0,90.0,76.0,62.0,64.0,42.0,high,average,low,high
67.0,54.0,72.0,85.0,47.0,37.0,medium,average,medium,moderate
44.0,99.0,98.0,28.0,97.0,71.0,high,average,low,moderate
71.0,73.0,92.0,40.0,60.0,32.0,high,average,medium,moderate
40.0,80.0,86.0,51.0,67.0,28.0,medium,average,medium,moderate
31.0,86.0,30.0,63.0,35.0,36.0,low,average,medium,moderate
74.0,78.0,72.0,20.0,53.0,41.0,medium,poor,low,moderate
66.0,59.0,46.0,71.0,70.0,27.0,medium,average,medium,moderate
82.0,76.0,48.0,59.0,54.0,78.0,high,average,low,moderate
54.0,79.0,44.0,96.0,81.0,66.0,medium,good,medium,high
89.0,91.0,61.0,44.0,30.0,36.0,medium,average,low,moderate
59.0,68.0,38.0,59.0,32.0,42.0,medium,average,medium,moderate
81.0,70.0,67.0,26.0,47.0,94.0,medium,poor,medium,moderate
37.0,70.0,41.0,93.0,45.0,93.0,medium,good,medium,moderate
36.0,46.0,65.0,86.0,85.0,29.0,medium,average,high,moderate
84.0,45.0,73.0,48.0,89.0,69.0,medium,poor,medium,moderate
88.0,41.0,42.0,56.0,57.0,45.0,medium,average,medium,moderate
95.0,79.0,37.0,88.0,60.0,48.0,high,good,low,high
52.0,65.0,86.0,43.0,43.0,67.0,medium,average,medium,moderate
31.0,91.0,81.0,38.0,62.0,98.0,medium,average,medium,moderate
98.0,82.0,48.0,39.0,76.0,66.0,medium,average,low,moderate
72.0,48.0,92.0,76.0,77.0,96.0,high,average,medium,moderate
47.0,46.0,45.0,36.0,97.0,85.0,medium,poor,high,low
83.0,61.0,94.0,27.0,66.0,82.0,high,poor,medium,moderate
93.0,95.0,37.0,33.0,47.0,83.0,high,average,low,moderate
49.0,42.0,76.0,98.0,25.0,83.0,medium,good,high,moderate
83.0,51.0,31.0,89.0,75.0,40.0,medium,average,medium,moderate
85.0,41.0,43.0,96.0,84.0,98.0,high,average,medium,moderate
65.0,64.0,58.0,42.0,64.0,93.0,medium,average,medium,moderate
74.0,99.0,35.0,55.0,93.0,68.0,high,average,low,high
48.0,81.0,61.0,59.0,45.0,76.0,medium,average,medium,moderate
95.0,69.0,46.0,61.0,24.0,90.0,medium,average,low,moderate
98.0,48.0,36.0,22.0,70.0,32.0,medium,poor,medium,low
98.0,61.0,97.0,67.0,29.0,25.0,high,average,medium,moderate
81.0,71.0,98.0,23.0,26.0,99.0,high,poor,medium,moderate
32.0,56.0,97.0,42.0,76.0,64.0,medium,poor,high,low
55.0,82.0,40.0,43.0,54.0,77.0,medium,average,medium,moderate
61.0,98.0,56.0,73.0,68.0,60.0,medium,good,low,high
97.0,52.0,52.0,91.0,79.0,61.0,high,good,medium,high
68.0,55.0,52.0,75.0,50.0,23.0,medium,average,medium,moderate
67.0,47.0,59.0,54.0,68.0,43.0,medium,average,medium,moderate
40.0,83.0,65.0,62.0,63.0,26.0,medium,average,medium,moderate
85.0,67.0,63.0,60.0,66.0,54.0,medium,average,medium,moderate
53.0,57.0,50.0,31.0,76.0,21.0,medium,poor,medium,low
36.0,53.0,98.0,96.0,50.0,84.0,medium,good,high,moderate
99.0,44.0,98.0,93.0,60.0,43.0,high,average,medium,moderate
43.0,68.0,53.0,39.0,67.0,79.0,medium,average,medium,moderate
31.0,80.0,45.0,29.0,31.0,24.0,low,poor,medium,low
35.0,54.0,67.0,33.0,36.0,22.0,low,poor,high,low
61.0,40.0,55.0,70.0,27.0,53.0,medium,average,high,moderate
37.0,68.0,99.0,22.0,35.0,83.0,medium,poor,medium,low
88.0,80.0,60.0,28.0,55.0,85.0,high,poor,low,moderate
65.0,60.0,32.0,71.0,95.0,63.0,medium,average,medium,moderate
52.0,55.0,38.0,31.0,93.0,69.0,medium,poor,medium,low
30.0,49.0,35.0,25.0,81.0,75.0,low,poor,high,low
63.0,84.0,56.0,21.0,64.0,73.0,medium,poor,low,moderate
40.0,91.0,52.0,76.0,36.0,79.0,medium,good,low,moderate
98.0,86.0,89.0,49.0,48.0,22.0,high,average,low,moderate
50.0,71.0,92.0,42.0,81.0,54.0,medium,average,medium,moderate
63.0,83.0,39.0,71.0,92.0,87.0,medium,good,low,moderate
31.0,63.0,96.0,33.0,97.0,55.0,medium,poor,medium,low
39.0,41.0,70.0,61.0,51.0,31.0,low,average,high,low
44.0,62.0,51.0,58.0,58.0,73.0,medium,average,medium,moderate
33.0,82.0,58.0,73.0,60.0,44.0,medium,good,medium,moderate
80.0,78.0,60.0,69.0,24.0,60.0,medium,average,low,moderate
96.0,99.0,41.0,74.0,29.0,61.0,high,good,low,high
98.0,99.0,90.0,37.0,23.0,75.0,high,average,low,moderate
48.0,54.0,30.0,31.0,78.0,94.0,medium,poor,medium,low
85.0,40.0,34.0,62.0,37.0,75.0,medium,average,medium,moderate
65.0,56.0,49.0,24.0,76.0,99.0,medium,poor,medium,low
33.0,92.0,40.0,56.0,50.0,21.0,medium,average,medium,moderate
36.0,88.0,34.0,70.0,83.0,82.0,medium,good,medium,moderate
68.0,45.0,56.0,85.0,29.0,53.0,medium,average,medium,moderate
59.0,49.0,56.0,72.0,46.0,78.0,medium,average,medium,moderate
30.0,73.0,38.0,99.0,36.0,26.0,low,good,medium,moderate
95.0,79.0,86.0,64.0,54.0,62.0,high,average,low,high
81.0,98.0,91.0,55.0,64.0,22.0,high,average,low,high
65.0,85.0,80.0,39.0,33.0,73.0,medium,average,low,moderate
99.0,52.0,66.0,73.0,73.0,37.0,high,average,medium,moderate
97.0,42.0,96.0,84.0,97.0,31.0,high,average,medium,moderate
98.0,78.0,54.0,45.0,23.0,26.0,medium,average,low,moderate
48.0,73.0,59.0,26.0,26.0,41.0,low,poor,medium,low
91.0,95.0,31.0,20.0,96.0,96.0,high,average,low,moderate
65.0,74.0,79.0,70.0,71.0,98.0,high,average,medium,moderate
